Date,Aluminium [€/t] (Finanzen.net),Blei [€/t] (Finanzen.net),"Zink [€/t] (Finanzen,net)",Nickel [€/t] (Finanzen.net),Kupfer [€/t],Eisenerz [€/t] (Finanzen.net),Strom [€/MWh] (Finanzen.net),Arbeitskosten Deutschland [€/h] (Eurostat),Platinum [€/g] (Heraeus),Gold [€/g] (Heraeus),Silber [€/kg] (Heraeus),Palladium [€/g] (Heraeus),Rhodium [€/g] (Heraeus),Iridium [€/g] (Heraeus),Ruthenium [€/g] (Heraeus),Erdgas [€/MWh] (Finanzen.net),Stahl HRB [€/t] (SteelBenchmarker),ABS Granulat [€/kg] (Plasticker),PC Granulat [€/kg] (Plasticker),PBT Granulat [€/kg] (Plasticker),PA 6 Granulat [€/kg] (Plasticker),PA 6.6 Granulat [€/kg] (Plasticker),POM Granulat [€/kg] (Plasticker),PE-HD Granulat [€/kg] (Plasticker),PE-LD [€/kg] (Plasticker),PP [€/kg] (Plasticker),PS [€/kg] (Plasticker), Holz [€/t] (finanzen.net),Messing MS 58 1. V. Stufe [€/kg] (Westmetall),Molybdän [€/kg]
22.03.2023,"2.108,15","1.979,60","2.658,82","20.512,91",8177.22,117.62,164.75,41.3,32.01,61.62,722.4,46.24,295.46,160.04,17.27,0.586594444,,,,,,,,,,,,487.13,7.62,
23.03.2023,"2.149,46","1.981,54","2.670,67","20.191,55",8230.79,116.93,171.62,41.3,31.5,61.91,730.99,45.5,292.46,158.41,17.09,0.5807285,,,,,,,,,,,,473.11,7.64,
24.03.2023,"2.171,49","1.983,13","2.693,72","21.173,63",8295.17,117.09,164.23,41.3,31.61,63.35,756.27,45.23,296.14,160.41,17.3,0.604192278,,,,,,,,,,,,473.91,7.67,
25.03.2023,,,,,,,,41.3,,,,,,,,,,,,,,,,,,,,,,
26.03.2023,,,,,,,,41.3,,,,,,,,,,,,,,,,,,,,,,
27.03.2023,"2.189,07","1.966,98","2.698,63","22.111,60",8219.82,116.70,162.85,41.3,31.37,61.51,741.35,44.66,295.46,160.04,17.27,0.568996611,848,,,,,,,,,,,469.55,7.64,
28.03.2023,"2.202,76","1.987,23","2.707,25","22.037,71",8236.92,116.19,167.24,41.3,31.26,61.72,739.25,44.55,294.35,159.44,17.2,0.548465806,,,,,,,,,,,,452.26,7.64,
29.03.2023,"2.194,52","2.011,02","2.769,51","22.291,48",8344.78,116.20,168.43,41.3,30.86,61.63,739.43,45.27,293.54,159,17.15,0.539666889,,,,,,,,,,,,446.31,7.73,
30.03.2023,"2.187,39","1.992,48","2.730,67","21.244,90",8287.12,115.52,172.51,41.3,31.36,61.6,755.43,46.74,284.71,158.34,17.08,0.566063639,,,,,,,,,,,,444.61,7.69,
31.03.2023,"2.207,33","1.973,14","2.673,52","21.227,17",8219.49,116.89,181.01,41.3,31.53,61.79,764.87,45.97,263.04,158.13,17.06,0.598326333,,,,,,,,,,,,444.32,7.6,
01.04.2023,,,,,,,,41.3,35.4,59.52,792.32,55.58,434.25,157.77,17.53,,,1.64,2.62,2.62,2.86,3.62,2.72,0.99,0.87,1,1.25,,,
02.04.2023,,,,,,,,41.3,,,,,,,,,,,,,,,,,,,,,,
03.04.2023,"2.201,28","1.958,87","2.693,17","21.604,53",8177.97,112.06,190.58,41.3,,,,,,,,0.566063639,,,,,,,,,,,,446.65,7.63,
04.04.2023,"2.159,93","1.935,97","2.640,44","20.909,05",8148.13,109.74,184.48,41.3,31.95,62.74,780.18,46.25,260.8,157.69,17,0.566063639,,,,,,,,,,,,447.22,7.57,
05.04.2023,"2.139,35","1.943,02","2.610,73","20.816,87",8045.84,109.71,176.17,41.3,33.18,62.96,804.36,44.15,272.45,156.55,16.88,0.5807285,,,,,,,,,,,,457.94,7.43,
06.04.2023,"2.139,40","1.948,21","2.560,32","20.585,25",8092.46,109.14,173.63,41.3,,,,,,,,0.539666889,,,,,,,,,,,,451.07,7.47,
07.04.2023,,,,,,108.35,,41.3,,,,,,,,0.536733917,,,,,,,,,,,,447.83,,
08.04.2023,,,,,,,,41.3,,,,,,,,,,,,,,,,,,,,,,
09.04.2023,,,,,,,,41.3,,,,,,,,,,,,,,,,,,,,,,
10.04.2023,,,,,,110.25,,41.3,,,,,,,,0.586594444,857,,,,,,,,,,,453.44,,
11.04.2023,"2.109,63","1.942,69","2.550,05","20.913,55",8097.63,110.92,177.75,41.3,,,,,,,,0.589527417,,,,,,,,,,,,457.69,7.46,
12.04.2023,"2.113,74","1.946,77","2.500,20","20.811,93",8003.23,109.56,183.28,41.3,,,,,,,,0.557264722,,,,,,,,,,,,460.97,7.42,
13.04.2023,"2.146,67","1.956,86","2.560,86","21.005,75",8148.51,108.56,180.99,41.3,32.83,62.95,809.64,45.37,255.08,156.05,16.83,0.533800944,,,,,,,,,,,,470.74,7.51,
14.04.2023,"2.149,97","1.969,13","2.614,44","21.773,69",8138.52,107.35,178.07,41.3,33.09,62.45,808.96,46.08,255.66,156.41,16.87,0.557264722,,,,,,,,,,,,470.46,7.56,
15.04.2023,,,,,,,,41.3,,,,,,,,,,,,,,,,,,,,,,
16.04.2023,,,,,,,,41.3,,,,,,,,,,,,,,,,,,,,,,
17.04.2023,"2.171,94","1.957,08","2.603,62","22.379,08",8202.81,109.83,178.51,41.3,33.52,62.19,804.66,47.9,264.86,157.4,16.98,0.612991194,,,,,,,,,,,,477.74,7.53,
18.04.2023,"2.224,06","1.966,51","2.600,91","22.746,87",8206.21,109.67,182.01,41.3,34.2,62.22,794.91,50.37,272.55,157.48,16.98,0.633522,,,,,,,,,,,,452.04,7.53,
19.04.2023,"2.228,70","1.967,50","2.525,67","22.330,34",8100.82,109.77,178.86,41.3,34.24,61.8,796.98,50.61,272.18,157.26,16.96,0.595393361,,,,,,,,,,,,456.39,7.46,
20.04.2023,"2.206,03","1.989,70","2.510,91","23.274,85",8088.23,108.75,178.71,41.3,34.53,62.27,796.66,50.46,272.18,157.26,16.96,0.601259306,,,,,,,,,,,,456.18,7.44,
21.04.2023,"2.160,72","1.986,97","2.469,68","21.937,69",7948.69,105.69,175.55,41.3,35.59,61.64,795.4,50.76,272.18,157.26,16.96,0.589527417,,,,,,,,,,,,447.68,7.38,
22.04.2023,,,,,,,,41.3,,,,,,,,,,,,,,,,,,,,,,
23.04.2023,,,,,,,,41.3,,,,,,,,,,,,,,,,,,,,,,
24.04.2023,"2.147,91","1.958,22","2.416,15","22.181,23",7884.71,105.70,173.01,41.3,34.43,61.36,788.95,48.56,270.94,156.55,16.88,0.601259306,840,,,,,,,,,,,441.77,7.31,
25.04.2023,"2.126,95","1.969,07","2.385,31","21.741,61",7763.43,107.15,174.01,41.3,34.26,61.51,777.84,46.23,279.1,156.9,16.93,0.615924167,,,,,,,,,,,,437.79,7.14,
26.04.2023,"2.106,99","1.921,63","2.367,46","21.415,31",7728.62,105.68,171.35,41.3,34.3,61.64,786.56,46.36,276.96,155.69,16.8,0.563130667,,,,,,,,,,,,421.97,7.15,
27.04.2023,"2.108,51","1.923,32","2.366,25","21.449,69",7677.05,105.39,175.25,41.3,34.12,61.21,774.51,46.77,290.51,156.55,16.88,0.627656056,,,,,,,,,,,,425.34,7.09,
28.04.2023,"2.111,00","1.941,65","2.406,77","21.351,24",7699.43,104.34,178.24,41.3,33.83,61.39,784.64,46.56,290.78,156.68,16.91,0.636454972,,,,,,,,,,,,414.18,7.22,
29.04.2023,,,,,,,,41.3,,,,,,,,,,,,,,,,,,,,,,
30.04.2023,,,,,,,,41.3,,,,,,,,,,,,,,,,,,,,,,
01.05.2023,,,,,,94.42,,41.3,35.16,59.3,768.41,58.03,437.34,158.89,17.65,0.618857139,,1.53,2.48,2.58,2.89,3.52,2.92,1.06,0.91,1.03,1.21,410.08,,
02.05.2023,"2.150,52","1.972,24","2.380,35","22.017,92",7716.95,96.36,177.17,41.3,,,,,,,,0.589527417,,,,,,,,,,,,408.56,7.2,
03.05.2023,"2.114,83","1.937,24","2.357,11","22.657,57",7667.74,95.31,173.51,41.3,,,,,,,,0.574862556,,,,,,,,,,,,403.02,7.1,
04.05.2023,"2.083,93","1.929,96","2.369,47","22.764,54",7694.18,94.30,172.51,41.3,32.25,62.85,790.66,45.57,272.18,157.26,16.96,0.560197694,,,,,,,,,,,,413.09,7.11,
05.05.2023,"2.083,94","1.890,67","2.362,96","21.369,25",7627.61,93.07,172.69,41.3,33.13,62.18,797.47,45.97,267.27,157.04,16.94,0.563130667,,,,,,,,,,,,407.14,7.13,
06.05.2023,,,,,,,,41.3,33.25,62.29,763.92,44.91,229.02,160.94,17.36,,,,,,,,,,,,,,,
07.05.2023,,,,,,,,41.3,,,,,,,,,,,,,,,,,,,,,,
08.05.2023,,,,,,97.58,175.01,41.3,,,,,,,,0.598326333,803,,,,,,,,,,,418.84,,
09.05.2023,"2.115,73","1.931,42","2.422,92","21.822,08",7808.22,96.71,173.98,41.3,,,,,,,,0.60712525,,,,,,,,,,,,408.11,7.22,
10.05.2023,"2.064,88","1.932,08","2.377,52","20.962,35",7680.71,97.28,175.25,41.3,,,,,,,,0.583661472,,,,,,,,,,,,405.15,7.14,
11.05.2023,"2.030,66","1.940,57","2.318,89","20.368,61",7570.86,95.98,175.42,41.3,,,,,,,,0.589527417,,,,,,,,,,,,410.73,7.02,
12.05.2023,"2.053,53","1.915,84","2.317,24","20.228,82",7538.14,96.21,172.58,41.3,,,,,,,,0.610058222,,,,,,,,,,,,402.56,7,
13.05.2023,,,,,,,,41.3,,,,,,,,,,,,,,,,,,,,,,
14.05.2023,,,,,,,,41.3,,,,,,,,,,,,,,,,,,,,,,
15.05.2023,"2.080,69","1.898,63","2.314,84","20.388,95",7556.66,98.17,167.11,41.3,34.06,63.12,767.63,48.26,262.24,158.56,17.1,0.642320917,,,,,,,,,,,,316.31,7.06,
16.05.2023,"2.085,42","1.896,26","2.276,66","19.675,98",7434.07,98.35,164.14,41.3,34.04,63.03,763.45,47.67,256.03,158.49,17.09,0.642320917,,,,,,,,,,,,465.32,6.89,
17.05.2023,"2.130,69","1.890,64","2.325,17","19.654,94",7540.76,99.04,167.21,41.3,34.37,61.96,755.91,47.06,247.22,158.71,17.11,0.642320917,,,,,,,,,,,,463.96,7,
18.05.2023,"2.131,68","1.901,93","2.303,55","19.737,76",7585.52,99.58,164.25,41.3,,,,,,,,0.703913333,,,,,,,,,,,,467.39,,
19.05.2023,"2.109,70","1.935,56","2.301,26","19.824,47",7595.73,98.94,165.25,41.3,34.59,61.75,758.06,48.22,242.01,159.3,17.18,0.700980361,,,,,,,,,,,,463.31,7,
20.05.2023,,,,,,,,41.3,,,,,,,,,,,,,,,,,,,,,,
21.05.2023,,,,,,,,41.3,,,,,,,,,,,,,,,,,,,,,,
22.05.2023,"2.094,74","1.936,61","2.249,97","19.662,92",7484.63,99.10,164.14,41.3,34.69,62.34,766.44,47.84,245.29,159.44,17.2,0.651119833,759,,,,,,,,,,,464.23,6.92,
23.05.2023,"2.066,97","1.922,63","2.192,65","19.267,18",7458.66,98.89,163.83,41.3,34.17,61.94,746.81,46.36,246.21,160.04,17.27,0.630589028,,,,,,,,,,,,461.78,6.84,
24.05.2023,"2.053,24","1.912,54","2.143,95","19.411,35",7355.42,98.16,161.61,41.3,33.45,62.14,747.03,44.73,245.76,159.74,17.23,0.654052806,,,,,,,,,,,,461.71,6.78,
25.05.2023,"2.063,99","1.894,34","2.072,24","19.626,66",7377.86,98.44,156.63,41.3,33.24,61.87,745.06,44.96,240.83,160.56,17.32,0.630589028,,,,,,,,,,,,455.84,6.78,
26.05.2023,"2.085,04","1.918,22","2.161,46","19.603,47",7531.21,98.23,151.66,41.3,33.52,61.8,741.51,45.96,240.83,160.56,17.32,0.595393361,,,,,,,,,,,,453.85,6.9,
27.05.2023,,,,,,,,41.3,,,,,,,,,,,,,,,,,,,,,,
28.05.2023,,,,,,,,41.3,,,,,,,,,,,,,,,,,,,,,,
29.05.2023,,,,,,,152.25,41.3,,,,,,,,,,,,,,,,,,,,,,
30.05.2023,"2.067,04","1.934,65","2.164,42","19.782,01",7565.47,98.00,149.88,41.3,33.43,62.04,752.52,45.16,241.06,160.71,17.33,0.636454972,,,,,,,,,,,,449.49,6.94,
31.05.2023,"2.098,84","1.904,15","2.086,12","19.108,39",7499.84,98.30,151.03,41.3,32.82,62.71,757.77,44.01,242.53,161.69,17.44,0.621790111,,,,,,,,,,,,447.68,6.87,
01.06.2023,"2.119,11","1.848,26","2.110,30","19.351,39",7629.51,97.11,145.11,41.3,35.48,59.82,779.48,57.44,435.28,158.14,17.56,0.589527417,,1.57,2.12,2.2,2.63,3.57,3.01,0.88,0.8,1.02,1.13,448.82,6.99,
02.06.2023,"2.126,17","1.872,94","2.145,89","20.018,64",7771.62,99.12,146.41,41.3,31.64,59.24,718.64,49.78,418.38,148.21,16.99,0.592460389,,,,,,,,,,,,448.85,7.04,
03.06.2023,,,,,,,,41.3,31.63,59.35,690.91,45.88,353.58,158.88,17.47,,,,,,,,,,,,,,,
04.06.2023,,,,,,,,41.3,32.01,62.76,783.91,44.9,276.72,158.13,17.06,,,,,,,,,,,,,,,
05.06.2023,"2.095,08","1.903,89","2.119,08","19.391,31",7716.01,100.25,151.38,41.3,,,,,,,,0.615924167,,,,,,,,,,,,452.78,7.03,
06.06.2023,"2.068,41","1.901,88","2.171,04","19.677,93",7769.51,101.52,146.51,41.3,33.61,62.53,764.09,45.01,226.46,161.31,17.4,0.618857139,,,,,,,,,,,,460.43,7.07,
07.06.2023,"2.074,09","1.921,53","2.226,25","19.632,66",7806.71,102.05,148.51,41.3,,,,,,,,0.639387944,,,,,,,,,,,,473.91,7.12,
08.06.2023,"2.084,48","1.881,64","2.197,83","19.572,53",7643.28,103.32,151.75,41.3,,,,,,,,0.639387944,,,,,,,,,,,,477.54,,
09.06.2023,"2.106,93","1.912,63","2.226,76","19.866,23",7773.71,104.94,161.01,41.3,,,,,,,,0.612991194,,,,,,,,,,,,473.78,7.09,
10.06.2023,,,,,,,,41.3,,,,,,,,,,,,,,,,,,,,,,
11.06.2023,,,,,,,,41.3,,,,,,,,,,,,,,,,,,,,,,
12.06.2023,"2.070,78","1.941,86","2.190,13","19.601,71",7702.75,103.30,159.28,41.3,,,,,,,,0.618857139,696,,,,,,,,,,,474.04,7.04,
13.06.2023,"2.068,92","1.950,47","2.207,29","19.691,42",7803.46,104.20,166.88,41.3,31.98,61.77,774.28,43.18,215.03,159.74,17.23,0.636454972,,,,,,,,,,,,489.27,7.11,
14.06.2023,"2.079,98","1.981,08","2.261,97","20.448,15",7854.57,104.08,176.75,41.3,31.58,61.43,766.44,43.66,214.63,159.44,17.2,0.633522,,,,,,,,,,,,482.76,7.15,
15.06.2023,"2.055,43","1.975,02","2.248,51","20.753,51",7747.69,103.19,179.51,41.3,31.52,61.04,757.98,43.58,213.16,158.34,16.11,0.677516583,,,,,,,,,,,,479.74,7.16,
16.06.2023,"2.068,60","1.981,08","2.265,33","21.097,33",7800.18,103.05,174.31,41.3,31.61,60.92,758.27,43.88,212.09,157.55,16.03,0.703913333,,,,,,,,,,,,478.69,7.13,
17.06.2023,,,,,,,,41.3,,,,,,,,,,,,,,,,,,,,,,
18.06.2023,,,,,,,,41.3,,,,,,,,,,,,,,,,,,,,,,
19.06.2023,"2.051,73","2.001,74","2.216,98","20.567,64",7824.22,,172.58,41.3,31.36,60.88,764.03,44.28,212.27,157.69,16.04,,,,,,,,,,,,,,7.12,
20.06.2023,"2.048,16","1.999,59","2.174,47","19.987,18",7839.91,103.54,181.29,41.3,30.63,60.16,733.38,43.22,207.92,157.84,16.06,0.668717667,,,,,,,,,,,,493.06,7.11,
21.06.2023,"2.011,07","2.040,39","2.128,56","19.426,53",7835.16,102.74,177.25,41.3,30.35,60.06,718.2,42.56,208.11,157.98,16.08,0.695114417,,,,,,,,,,,,499.82,7.05,
22.06.2023,"2.013,30","2.027,38","2.228,50","19.349,36",7912.03,102.98,172.81,41.3,29.86,59.78,711.39,41.2,196.12,156.9,15.97,0.698047389,,,,,,,,,,,,505.54,7.16,
23.06.2023,"1.983,35","2.002,01","2.159,97","19.095,69",7761.94,103.00,170.97,41.3,29.58,60.39,716.01,40.63,194.79,158.27,16.11,0.733243056,,,,,,,,,,,,511.59,7.09,
24.06.2023,,,,,,,,41.3,,,,,,,,,,,,,,,,,,,,,,
25.06.2023,,,,,,,,41.3,,,,,,,,,,,,,,,,,,,,,,
26.06.2023,"1.971,76","1.978,96","2.137,32","18.847,69",7733.56,103.09,167.51,41.3,29.84,60.15,723.93,42.29,180.93,158.13,16.09,0.750840889,674,,,,,,,,,,,509.69,7.02,
27.06.2023,"2.003,15","1.977,97","2.154,62","18.549,60",7631.93,102.71,171.81,41.3,29.33,59.42,726.9,40.68,179.94,157.26,16,0.739109,,,,,,,,,,,,502.17,6.98,
28.06.2023,"1.984,20","1.951,49","2.150,15","18.185,15",7574.23,103.19,170.94,41.3,29.14,59.25,725.36,38.43,177.08,154.38,16.01,0.698047389,,,,,,,,,,,,493.79,6.92,
29.06.2023,"1.987,26","1.933,11","2.140,13","18.167,18",7512.86,103.62,170.81,41.3,28.75,59.87,719.91,39.11,164.81,155.65,16.15,0.727377111,,,,,,,,,,,,491.33,6.85,
30.06.2023,"1.968,83","1.927,04","2.163,23","18.399,78",7515.91,103.05,173.21,41.3,28.68,59.78,720.44,39.09,149,155.09,16.09,0.750840889,,,,,,,,,,,,486.11,6.94,
01.07.2023,,,,,,,,41.3,,,,,,,,,,1.51,2.48,2.54,2.41,3.6,3.11,0.94,0.89,1.06,1.07,,,
02.07.2023,,,,,,,,41.3,31.58,59.65,726.49,52.86,419.75,148.69,17.05,,,,,,,,,,,,,,,
03.07.2023,"1.974,48","1.939,90","2.163,44","18.469,15",7654.25,101.57,169.01,41.3,31.14,58.72,670.05,45.48,362.4,159.33,17.53,0.727377111,,,,,,,,,,,,480.05,7,
04.07.2023,"1.990,97","1.942,16","2.176,69","18.630,04",7670.65,,170.32,41.3,27.51,56.99,679.67,37.48,140.01,155.23,16.11,,,,,,,,,,,,,,7,
05.07.2023,"1.988,81","1.926,00","2.170,85","18.577,02",7599.03,103.01,170.66,41.3,27.51,57.02,682.2,37.39,139.75,154.94,16.08,0.718578194,,,,,,,,,,,,487.22,6.94,
06.07.2023,"1.954,98","1.889,92","2.171,48","19.400,61",7602.84,103.10,171.13,41.3,33.94,62.46,775.75,45.16,225.61,160.71,17.33,0.703913333,,,,,,,,,,,,488.09,6.96,
07.07.2023,"1.952,51","1.855,44","2.128,52","18.551,26",7558.55,100.69,174.91,41.3,27.15,56.67,674.99,37.11,136.97,155.23,15.46,0.689248472,,,,,,,,,,,,491.87,6.96,
08.07.2023,,,,,,,,41.3,27.21,56.63,679.15,37.21,136.97,155.23,15.46,,,,,,,,,,,,,,,
09.07.2023,,,,,,,,41.3,27.21,56.63,679.08,37.21,136.97,155.23,15.46,,,,,,,,,,,,,,,
10.07.2023,"1.951,59","1.877,19","2.128,31","18.795,51",7532.25,99.28,167.51,41.3,27.3,56.52,677.62,36.76,136.22,154.38,15.38,0.71271225,677,,,,,,,,,,,509.52,6.91,
11.07.2023,"1.968,75","1.881,14","2.144,12","18.580,19",7603.91,99.32,161.71,41.3,27.54,56.59,678.47,36.83,141.81,153.88,15.33,0.727377111,,,,,,,,,,,,510.06,6.95,
12.07.2023,"2.000,65","1.866,21","2.119,91","18.800,49",7516.73,99.38,159.75,41.3,27.72,56.66,687.01,37.36,146.52,152.49,15.18,0.692181444,,,,,,,,,,,,504.96,6.93,
13.07.2023,"2.032,83","1.884,60","2.193,22","18.844,65",7648.75,98.86,158.68,41.3,28.14,56.51,705.15,37.67,145.39,151.34,15.07,0.665784694,,,,,,,,,,,,503.45,7.01,
14.07.2023,"2.016,09","1.878,31","2.144,10","18.934,17",7690.12,99.90,160.31,41.3,28.21,56.22,713.77,37.03,144.88,150.79,15.02,0.662851722,,,,,,,,,,,,501.36,7,
15.07.2023,,,,,,,,41.3,28.38,56.19,717.34,37.17,144.88,150.79,15.02,,,,,,,,,,,,,,,
16.07.2023,,,,,,,,41.3,28.36,56.17,716.84,37.12,144.88,150.79,15.02,,,,,,,,,,,,,,,
17.07.2023,"2.005,48","1.850,32","2.093,63","18.514,30",7533.34,99.47,159.93,41.3,28.2,56.09,712.23,36.97,144.62,150.52,14.99,0.654052806,,,,,,,,,,,,520.44,6.86,
18.07.2023,"1.961,41","1.864,23","2.116,27","18.328,51",7486.31,99.86,162.92,41.3,28.52,56.46,715.63,37.83,144.36,150.26,14.97,0.6863155,,,,,,,,,,,,515.47,6.82,
19.07.2023,"1.958,57","1.857,99","2.096,53","18.466,10",7456.29,100.04,168.01,41.3,28.46,56.83,721.07,37.93,144.68,150.59,15,0.680449556,,,,,,,,,,,,490.03,6.81,
20.07.2023,"1.976,60","1.869,73","2.156,36","18.998,16",7671.79,100.97,168.91,41.3,28.17,57,721.57,37.64,144.88,150.79,15.02,0.727377111,,,,,,,,,,,,489.92,6.94,
21.07.2023,"1.973,93","1.911,90","2.116,65","18.687,08",7562.88,101.00,168.38,41.3,28.12,56.93,716.08,37.65,138.47,151.87,15.13,0.71271225,,,,,,,,,,,,490.77,6.9,
22.07.2023,,,,,,,,41.3,28.3,56.87,713.17,37.91,138.47,151.87,15.13,,,,,,,,,,,,,,,
23.07.2023,,,,,,,,41.3,28.29,56.87,713.11,37.9,138.47,151.87,15.13,,,,,,,,,,,,,,,
24.07.2023,"1.995,98","1.930,24","2.137,53","18.616,09",7616.95,101.67,167.95,41.3,28.25,56.97,711.78,37.75,138.6,152.02,15.14,0.71271225,660,,,,,,,,,,,487.96,6.92,
25.07.2023,"2.024,42","1.950,40","2.211,74","19.296,02",7773.34,101.93,170.09,41.3,28.5,57.2,716.77,37.93,139.23,152.7,15.21,0.724444139,,,,,,,,,,,,475.65,7.09,
26.07.2023,"1.995,54","1.929,03","2.214,01","19.244,26",7695.22,101.81,167.75,41.3,28.41,57.37,720.47,37.41,142.35,152.84,15.23,0.706846306,,,,,,,,,,,,468.05,7.04,
27.07.2023,"2.008,31","1.975,68","2.262,60","19.485,81",7813.54,102.84,166.13,41.3,28.13,57.24,718.39,36.88,143.13,153.68,15.3,0.665784694,,,,,,,,,,,,471.83,7.04,
28.07.2023,"2.008,19","1.957,24","2.256,12","19.645,01",7800.17,102.31,162.17,41.3,27.8,57.31,711.14,36.81,143.13,153.68,15.3,0.703913333,,,,,,,,,,,,468.93,7.12,
29.07.2023,,,,,,,,41.3,27.83,57.47,714.5,36.99,143.13,153.68,15.3,,,,,,,,,,,,,,,
30.07.2023,,,,,,,,41.3,27.78,57.36,713.08,36.93,143.13,153.68,15.3,,,,,,,,,,,,,,,
31.07.2023,"2.074,91","1.953,55","2.318,08","19.646,83",7999.77,102.23,162.01,41.3,27.89,57.41,717.16,37.3,142.99,153.53,15.29,0.700980361,,,,,,,,,,,,464.98,7.17,
01.08.2023,"2.047,62","1.952,74","2.318,44","20.295,07",7917.06,98.34,159.16,41.3,27.85,57.32,717.33,37.23,143.65,154.23,15.36,0.680449556,,1.36,2.52,3.26,2.57,4.07,3.1,0.87,0.76,0.96,1.07,458.94,7.25,
02.08.2023,"2.023,48","1.959,41","2.309,52","19.836,37",7809.77,98.19,159.26,41.3,31.81,59.43,721.52,51.95,418.18,148.13,16.98,0.665784694,,,,,,,,,,,,457.97,7.13,
03.08.2023,"2.037,13","1.953,92","2.248,80","19.432,80",7827.88,95.23,161.08,41.3,31.1,58.58,658.41,45.32,357.11,163.61,17.65,0.689248472,,,,,,,,,,,,454.41,7.09,
04.08.2023,"2.024,67","1.928,81","2.250,28","19.025,16",7663.11,95.38,158.17,41.3,27.3,56.89,691.55,37.21,143.19,153.75,15.31,0.6863155,,,,,,,,,,,,449.33,7.08,
05.08.2023,,,,,,,,41.3,34.13,62.3,805.66,48.14,265.82,156.19,16.85,,,,,,,,,,,,,,,
06.08.2023,,,,,,,,41.3,27.4,56.91,692.28,37.2,143.19,153.75,15.31,,,,,,,,,,,,,,,
07.08.2023,"2.027,89","1.946,79","2.281,02","19.298,01",7719.31,95.17,157.06,41.3,27.38,56.81,685.24,37.12,143.32,153.88,15.33,0.727377111,,,,,,,,,,,,450.27,7.09,
08.08.2023,"2.002,66","1.924,77","2.233,56","18.823,33",7553.06,95.29,157.58,41.3,27.03,56.73,674.42,36.45,143.98,154.59,15.4,0.744974944,,,,,,,,,,,,455.87,6.96,
09.08.2023,"2.004,38","1.930,14","2.276,27","18.615,93",7645.85,95.37,161.85,41.3,26.67,56.49,668.53,36.45,143.65,154.23,15.36,0.7919025,,,,,,,,,,,,452.25,7.04,
10.08.2023,"2.006,24","1.931,81","2.254,54","18.389,55",7668.53,95.23,161.02,41.3,26.75,56.21,666.49,37.5,142.99,153.53,15.29,0.736176028,,,,,,,,,,,,450.63,7.02,
11.08.2023,"1.983,02","1.931,51","2.196,66","18.238,11",7515.39,96.09,159.58,41.3,27.15,56.25,667.19,38.57,143.32,153.88,15.33,0.742041972,,,,,,,,,,,,451.42,6.9,
12.08.2023,,,,,,,,41.3,27.27,56.36,670.95,38.67,143.32,153.88,15.33,,,,,,,,,,,,,,,
13.08.2023,,,,,,,,41.3,27.27,56.37,670.8,38.67,143.32,153.88,15.33,,,,,,,,,,,,,,,
14.08.2023,"1.968,69","1.914,45","2.160,64","18.153,39",7556.04,95.93,157.53,41.3,27.06,56.39,667.49,38.17,144.64,155.3,15.47,0.753773861,642,,,,,,,,,,,457.07,6.9,
15.08.2023,"1.965,60","1.924,54","2.119,84","18.046,44",7451.06,96.09,162.34,41.3,26.74,56.24,665.86,37.24,144.31,154.94,15.43,0.715645222,,,,,,,,,,,,468.99,6.82,
16.08.2023,"1.970,71","1.950,52","2.095,84","18.229,27",7471.63,96.31,161.82,41.3,26.62,56.22,667.34,36.61,144.31,154.94,15.43,0.698047389,,,,,,,,,,,,487.02,6.82,
17.08.2023,"1.973,55","1.971,99","2.126,17","18.237,43",7544.01,97.18,162.05,41.3,26.8,56.12,670.62,36.44,144.84,152.46,15.49,0.706846306,,,,,,,,,,,,478.36,6.89,
18.08.2023,"1.962,78","1.976,59","2.074,49","18.266,86",7539.91,97.40,160.51,41.3,27.14,56.09,675.08,37.03,144.7,152.33,15.48,0.6863155,,,,,,,,,,,,490.21,6.87,
19.08.2023,,,,,,,,41.3,27.46,56.09,675.66,37.65,144.7,152.33,15.48,,,,,,,,,,,,,,,
20.08.2023,,,,,,,,41.3,27.44,56.06,675.37,37.64,144.7,152.33,15.48,,,,,,,,,,,,,,,
21.08.2023,"1.967,44","1.988,71","2.083,24","18.376,54",7561.37,97.72,164.38,41.3,27.27,56,681.36,37.32,144.7,152.33,15.48,0.706846306,,,,,,,,,,,,490.52,6.88,
22.08.2023,"2.008,36","2.022,89","2.153,32","18.628,18",7679.09,98.42,164.95,41.3,27.53,56.24,692.13,37.59,144.97,152.6,15.5,0.692181444,,,,,,,,,,,,487.63,6.99,
23.08.2023,"2.004,60","2.016,11","2.143,61","18.871,35",7755.21,98.94,160.95,41.3,27.91,56.74,711.03,38.15,145.45,153.1,15.55,0.674583611,,,,,,,,,,,,487.92,7.05,
24.08.2023,"1.994,50","2.029,17","2.184,63","18.855,45",7727.55,99.68,156.28,41.3,27.86,57.06,719.2,37.71,152.96,152.96,15.54,0.683382528,,,,,,,,,,,,489.07,7.03,
25.08.2023,"1.996,62","2.016,21","2.199,81","19.343,83",7762.45,100.22,158.01,41.3,28.42,57.17,720.98,37.18,153.59,153.59,15.61,0.689248472,,,,,,,,,,,,477.89,7.08,
26.08.2023,,,,,,,,41.3,28.57,57.19,723.42,37.03,153.59,153.59,15.61,,,,,,,,,,,,,,,
27.08.2023,,,,,,,,41.3,28.57,57.19,723.46,37.05,153.59,153.59,15.61,,,,,,,,,,,,,,,
